"all_dataset$Group" "CBendsProportion" "IBendsProportion" "Length4BoutCount" "TimeFactor" "Transition_jg_Proportion" "Transition_ess_Proportion" "Transition_gg_Proportion" "JBendsProportion" "TotalBoutCount" "Transition_sgs_Proportion" "Transition_gss_Proportion" "ScootsProportion" "Transition_sg_Proportion" "Transition_is_Proportion" "OBendsProportion" "Transition_sss_Proportion" "HBendsProportion" "Transition_js_Proportion" "Transition_cs_Proportion" "Length5BoutCount" "Transition_gs_Proportion" "Transition_css_Proportion" "Transition_oss_Proportion" "Transition_hs_Proportion" "Length6PlusBoutCount" "Transition_os_Proportion" "Transition_hss_Proportion" "Transition_iss_Proportion" "Transition_es_Proportion" "Transition_jss_Proportion" "EBendsProportion" "Length2BoutCount" "GBendsProportion" "Transition_ss_Proportion" "Length1BoutCount" "Length3BoutCount"
"Aripiprazole_10microM" 0.0395939879053141 0.184185251378625 7.25 1 0.00321900321900322 0.0042038067916624 0.0108921587763317 0.0391068539092811 326.583333333333 0.0130179562925956 0.160015603437744 0.371547627389536 0.0172075986400323 0.10978299671427 0.0128188548189449 0.495598726493683 0.0373716488591527 0.0214743056281709 0.0224989579106507 4.33333333333333 0.198686264383611 0.0374295913241589 0.015831339555559 0.0117959510064017 2.5 0.0120613466634015 0.0134937240749583 0.104599818434206 0.00383957644222382 0.0301193388551581 0.0146116329292744 39.75 0.300764142809872 0.527511789017212 236.666666666667 36.0833333333333
"Aripiprazole_10microM" 0.07329454255781 0.22997597656657 5 2 0.00277777777777778 0.0140789393452484 0.00651967541062986 0.0480629787029295 253.166666666667 0.0178952196437086 0.185796416573104 0.319853908673654 0.0182134353076381 0.153507522622319 0.0127656610542622 0.35114619084257 0.0462159410890132 0.0220189818230798 0.057083620864723 4.25 0.150020329826209 0.110606333075586 0.00828619783432451 0.0239510046234329 1.58333333333333 0.0123091203527188 0.0334467297805463 0.145969311722782 0.0136824057901036 0.0413609289741601 0.0161372848492651 30.1666666666667 0.253693706506496 0.47850033805477 183.583333333333 28.5833333333333
"Aripiprazole_10microM" 0.064984663036758 0.17373310717601 4 3 0.00103344257410994 0.0100147537647538 0.0032982074259828 0.0449630171498873 177.25 0.00712962962962963 0.151014372743096 0.443676639123652 0.0135743751494936 0.112121486614312 0.0080790527042949 0.507276911097833 0.0404983615105975 0.0161560647046918 0.045962784398411 3.58333333333333 0.132905987128331 0.0812362637362637 0.0127888007054674 0.0174697148760825 0.666666666666667 0.00672602043282639 0.0168143738977072 0.117418083951772 0.0135201084242896 0.0350735992402659 0.0235919805938719 20.0833333333333 0.200473178704928 0.597984159962168 126.583333333333 22.3333333333333
"Aripiprazole_10microM" 0.0681088015646105 0.186985711770423 3.5 4 0.00252525252525253 0.0113238279746819 0.00286605461393597 0.0511536099805024 150.333333333333 0.0114082509836779 0.225926323044444 0.405714547620661 0.020206157511141 0.111836579866637 0.0103132120003819 0.369524409282474 0.0339185666676687 0.0275138552908876 0.0461656256300668 2.83333333333333 0.166821348756577 0.0885008339752173 0.019837128399747 0.0308624333724924 1.16666666666667 0.0102575052096346 0.0238018133037108 0.140634215299775 0.012318196531638 0.070663021618904 0.0326587948551162 18.25 0.211146755540636 0.524469340035996 105.833333333333 18.75
"Aripiprazole_10microM" 0.066022682763702 0.162294288475866 2.58333333333333 5 0 0.00391000436871997 0.0068534193566113 0.0537524963755221 134.333333333333 0.00779134570494865 0.0941999113866424 0.430083668310066 0.0153021733790917 0.103599028148038 0.0160526590951722 0.521783844572173 0.0453023728762866 0.0173573316102038 0.0611752101244494 2.91666666666667 0.0977306285081196 0.132791178956667 0.0202920863374405 0.0192671457809498 2.16666666666667 0.0121979901111561 0.0182330403425738 0.112440771578699 0.00994364985975347 0.0386756890223136 0.0381063554411541 15.0833333333333 0.188385476662231 0.620004815139243 96.9166666666667 14.6666666666667
"Aripiprazole_10microM" 0.0519710357388717 0.155806999853094 2.16666666666667 6 0.00141242937853107 0.0142609662153006 0.00930363142379142 0.0591862601251232 138.25 0.00537606456724104 0.153736456039088 0.438066086608077 0.0327924745391665 0.111530434523653 0.0221547381790763 0.495362548528183 0.0395114050935259 0.0134861405202348 0.0345488086551936 2.16666666666667 0.135514823591656 0.0685597926039102 0.0228655603655604 0.0202169597546971 0.916666666666667 0.0135471148351529 0.0223479115197381 0.159943934777526 0.0183685095797156 0.023312758649446 0.0276112723985083 15.5833333333333 0.205692202003724 0.580222120841233 100.166666666667 17.25
"Aripiprazole_10microM" 0.0574515279846538 0.135316968614678 2.83333333333333 7 0.00144993894993895 0.0165984078444245 0.00384579890393844 0.0425924510613437 120.166666666667 0.012639812085263 0.168813408253514 0.510312620954032 0.0177086816192802 0.0848854945938224 0.00830972434695306 0.374836459214194 0.0226408333267377 0.00963484363403919 0.118636195759732 2.66666666666667 0.126963027413204 0.0667557215846617 0.00993730825663599 0.0121822147784372 1.33333333333333 0.00660866910866911 0.017149721265968 0.0907936434703792 0.0131821744487709 0.0181724863858587 0.0284336489454399 11.8333333333333 0.194942224766162 0.572168180489485 86 15.5
"Aripiprazole_10microM" 0.0391535101556653 0.102154280143877 2.91666666666667 8 0 0.0208016012937522 0 0.0475755260048017 151.833333333333 0.00319699852039738 0.14847800176771 0.580897349101125 0.00638862952588443 0.0778555109352802 0.018340289892014 0.475959902433478 0.0162848318077403 0.00857513038885588 0.021349636966252 3.33333333333333 0.114932359171744 0.036816648977017 0.004972270032511 0.0138105376682248 1.16666666666667 0.087200176366843 0.0174083362609384 0.0847055227053193 0.0152911405420165 0.0122124768762401 0.0162845195786983 12.5 0.179309693316078 0.634766000487406 111.75 20.1666666666667
"Aripiprazole_10microM" 0.0436455613664544 0.11880007114413 2.08333333333333 9 0 0.0242723897965833 0.00588023088023088 0.0436571056278821 145.416666666667 0.00446428571428571 0.160318231908344 0.575867497469963 0.0125490062990063 0.0749617398778016 0.00661530144181663 0.499633266647642 0.0159425829190526 0.00811652518305088 0.035641343354592 2 0.126423602197923 0.0592229902713774 0.0101286482334869 0.0118016843175645 1.16666666666667 0.00773670773670774 0.0170282898105479 0.0932580412419122 0.0185986142882695 0.00917874396135266 0.0275087984780019 13.6666666666667 0.167963081552699 0.585981152162709 106.75 19.75
"Aripiprazole_10microM" 0.0361949699638927 0.0837606399359465 2.91666666666667 10 0 0.00901616252493445 0.00153227620332883 0.029649534064043 153.416666666667 0.00126262626262626 0.177545510727477 0.556868136980546 0.00428597922951185 0.0582058186706914 0.00608523387310827 0.555308215489294 0.0100789141126319 0.00499421647275929 0.0291497941241253 3.75 0.126451213561269 0.051372414292618 0.0055304507058893 0.00785195098531848 1.16666666666667 0.00401141060360417 0.0100983519404572 0.0634758256164595 0.00446516941496714 0.0103243978243978 0.0209933247484891 12.0833333333333 0.17303591298801 0.651799007796001 113 20.4166666666667
