"Length3Transition_is_Proportion" "Length5BoutCBendsProportion" "Length4Transition_is_Proportion" "Length7Transition_sss_Proportion" "Length6BoutEBendsProportion" "Length4Transition_iss_Proportion" "Length8PlusTransition_ss_Proportion" "Length4Transition_ee_Proportion" "Length3Transition_gs_Proportion" "Length2BoutJBendsProportion" "Length7Transition_ss_Proportion" "Length6BoutScootsProportion" "Length4Transition_es_Proportion" "Length4BoutOBendsProportion" "Length8PlusTransition_sss_Proportion" "Length3Transition_ess_Proportion" "Length4Transition_cs_Proportion" "Length6Transition_sss_Proportion" "Length3Transition_es_Proportion" "Length6Transition_ss_Proportion" "Length5BoutScootsProportion" "Length2BoutIBendsProportion" "Length4BoutGBendsProportion" "Length5Transition_sss_Proportion" "Length3Transition_css_Proportion" "Length7BoutCount" "Length5Transition_ss_Proportion" "Length4Transition_sss_Proportion" "Length4Transition_ss_Proportion" "Length3BoutOBendsProportion" "Length3BoutEBendsProportion" "Length2BoutOBendsProportion" "Length2Transition_is_Proportion" "Length3Transition_cs_Proportion" "Length4BoutEBendsProportion" "Length1BoutOBendsProportion" "Length3BoutGBendsProportion" "Length4BoutScootsProportion" "Length4BoutCBendsProportion" "Length3Transition_sss_Proportion" "Length2Transition_es_Proportion" "Length6BoutCount" "Length2BoutGBendsProportion" "Length1BoutIBendsProportion" "Length3Transition_ss_Proportion" "Length3BoutScootsProportion" "Length2Transition_ss_Proportion" "Length8PlusBoutCount" "Length3BoutCBendsProportion" "Length1BoutGBendsProportion" "Length2BoutCBendsProportion" "Length2BoutEBendsProportion" "Length1BoutCBendsProportion" "Length1BoutJBendsProportion" "Length2BoutScootsProportion" "Length1BoutEBendsProportion" "Length5BoutCount" "Length3BoutCount" "Length2BoutCount" "Length4BoutCount" "TotalBoutCount" "Length1BoutCount" "Length1BoutScootsProportion" "TimeFactor" "Group"
0.0489635942760943 0.0222222222222222 0.0308531746031746 0.420833333333333 0.0166666666666667 0.0306547619047619 0.4328139589169 0 0.0954252344877345 0.00617283950617284 0.451884920634921 0.815555555555555 0.0162037037037037 0.0113636363636364 0.405390211640212 0 0.0138888888888889 0.5125 0.00347222222222222 0.6 0.892638888888889 0.0691171482838149 0.133170995670996 0.78125 0.0269886363636364 1.58333333333333 0.833159722222222 0.505555555555556 0.619444444444444 0.0111952861952862 0.00231481481481481 0.0278549382716049 0.0855722595305929 0.0134943181818182 0.0132575757575758 0.0171634717900267 0.0881924402757736 0.774621212121212 0.0113636363636364 0.576205507455507 0.0486111111111111 1.83333333333333 0.2167397995523 0.0994969538291685 0.736035203222703 0.830494428411095 0.337468203093203 1.33333333333333 0.00899621212121211 0.163714484276056 0.0125771604938272 0.0317545109211776 0.0305703526403833 0.0306202304712578 0.624595331366165 0.0275690121967037 3.58333333333333 16.4166666666667 15.1666666666667 3.5 114.833333333333 71.4166666666667 0.620694433185634 1 "Aripiprazole_10microM"
0.0573196040868455 0.014047619047619 0.0748677248677249 0.497222222222222 0.00757575757575759 0.0952380952380952 0.65315881630181 0 0.103440839104257 0.00367647058823529 0.583333333333333 0.756313131313131 0.012962962962963 0 0.599816519050265 0.0265517043065769 0.00925925925925926 0.539930555555556 0.0132758521532884 0.616666666666667 0.852867063492064 0.110445132472351 0.189556277056277 0.641043871252205 0.0275656814449918 1.58333333333333 0.748119212962963 0.353571428571429 0.498082010582011 0.00158730158730159 0.00980842250832255 0.0127619069956531 0.0789709270204626 0.0137828407224959 0.0161255411255411 0.00564697234447466 0.0976328634624486 0.710335497835498 0.00984848484848485 0.560059851026868 0.0488930391742569 1.58333333333333 0.249095115005203 0.123629639412557 0.718351984721925 0.819428975988196 0.269436071038238 2.5 0.00918856048166392 0.187135271473186 0.0155235741020055 0.0549616437722733 0.0249189313857982 0.0134637159663731 0.547648027401639 0.0464942910789862 6.16666666666667 19 19.1666666666667 5.5 120 64.5 0.582307430433706 2 "Aripiprazole_10microM"
0.0843610642262603 0.00416666666666667 0.040189594356261 0.486111111111111 0.0354938271604939 0.0602843915343915 0.502448836217351 0.00864197530864197 0.107372772470812 0.0091537205898908 0.538194444444444 0.736111111111111 0.0207671957671958 0.00757575757575758 0.424636383353489 0.0818490986138045 0.00595238095238095 0.387152777777778 0.0540969478959675 0.458333333333333 0.78782967032967 0.134975095580149 0.178373015873016 0.505252849002849 0.00705467372134039 1.58333333333333 0.572773580586081 0.320767195767196 0.497883597883598 0.00132275132275132 0.050247465557923 0.0104614406476109 0.0995764971828802 0.0050705467372134 0.0359307359307359 0.0540712526638837 0.149427516020653 0.699621212121212 0.00992063492063492 0.375842839984997 0.0543485769549599 2.08333333333333 0.29372603607976 0.098466249151046 0.561144015298427 0.705976069440122 0.219263523119906 2.25 0.00523221634332745 0.198370517100124 0.0118818951930654 0.070470598894801 0.0294087166517186 0.0223117354595545 0.453305055366226 0.100413995726051 6 18.8333333333333 14.5833333333333 6 103.5 52.1666666666667 0.481262387782317 3 "Aripiprazole_10microM"
0.0491141521313935 0.00487012987012987 0.0634395424836601 0.461111111111111 0.0532407407407408 0.0951593137254902 0.458867684602979 0.0127450980392157 0.110244018433674 0.0139213591419474 0.5 0.740740740740741 0.025462962962963 0.00284090909090909 0.426514327610819 0.126959247648903 0.0101851851851852 0.475694444444444 0.0857018460466736 0.591666666666667 0.782546897546898 0.122436808833868 0.145744206773619 0.552899029982363 0.013986013986014 1.66666666666667 0.63900462962963 0.262888071895425 0.439583333333333 0.00384615384615384 0.0691573113986906 0.0211093304843305 0.0669086224233283 0.00699300699300699 0.0416889483065954 0.022520164649818 0.123927604962088 0.671033868092692 0.0121212121212121 0.406234761407175 0.100340590781767 1.58333333333333 0.232695776445776 0.143277188946299 0.581610200144683 0.725030142271522 0.169898606295665 1.91666666666667 0.00561985906813492 0.165490764302724 0.00636574074074074 0.110897993618582 0.0265689549803953 0.011119387148202 0.463231696136108 0.120517769185706 4.33333333333333 12.1666666666667 12.75 5.25 85.0833333333333 45.4166666666667 0.49152742320988 4 "Aripiprazole_10microM"
0.0472987867395762 0.00666666666666667 0.0712962962962963 0.633333333333333 0.0166666666666667 0.0645833333333333 0.516764532389532 0.0138888888888889 0.13053051663249 0.00725308641975309 0.694444444444445 0.7625 0.0421296296296296 0 0.433216089466089 0.0873513328776487 0.00925925925925926 0.40625 0.054092333105491 0.529166666666667 0.823 0.125491792158459 0.21780303030303 0.546296296296296 0.0271428571428571 1 0.618055555555555 0.186111111111111 0.32962962962963 0.00785714285714285 0.04120775423407 0.00972773368606702 0.099355582688916 0.0135714285714286 0.0689393939393939 0.0170865298089598 0.156692441330599 0.554545454545455 0.00757575757575758 0.410152084757348 0.122762345679012 1.5 0.270384784968118 0.121634207028201 0.597537665185692 0.728450339864814 0.100078856328856 1.33333333333333 0.00904761904761904 0.183553849889352 0.0184138007054674 0.10264592660426 0.0271567924151513 0.0174665890556741 0.431950379867047 0.118916001999994 2.91666666666667 10.3333333333333 11.5833333333333 3.83333333333333 74.25 41.75 0.472135825547783 5 "Aripiprazole_10microM"
0.10637548725784 0.00833333333333333 0.0752849002849003 0.479166666666667 0.045138888888889 0.0823717948717949 0.414491758241758 0.00213675213675214 0.114733441939324 0.0107782369146005 0.53125 0.725694444444444 0.0597374847374847 0.00297619047619048 0.386788048552754 0.0943432928727046 0 0.329861111111111 0.0503767746414805 0.388888888888889 0.749444444444444 0.179235537190083 0.20427731990232 0.55 0.00490196078431373 1.16666666666667 0.637152777777778 0.256471306471306 0.440781440781441 0.0186287477954144 0.0466543169974542 0.00737898465171192 0.107530663780664 0.00490196078431373 0.0537774725274725 0.0559853090281263 0.0977014633877378 0.651362179487179 0.0101495726495726 0.296847134347134 0.0701298701298701 1.08333333333333 0.273676702085793 0.132330198919585 0.551638571123865 0.732232101594847 0.0787608225108225 0.833333333333333 0.00703871292106585 0.187214902533145 0.00855962219598583 0.0932900432900433 0.0287901141578578 0.017682405844668 0.409474616292798 0.0893868625190929 3.75 9.58333333333333 11.1666666666667 4.33333333333333 69.9166666666667 38 0.4668205840255 6 "Aripiprazole_10microM"
0.0798295454545455 0 0.0752645502645503 0.530555555555556 0.0222222222222223 0.0986111111111111 0.373679193899782 0 0.14115860990861 0 0.560185185185185 0.716666666666667 0.0509259259259259 0.00984848484848485 0.346494708994709 0.0529100529100529 0.00462962962962963 0.402777777777778 0.0541335978835979 0.486111111111111 0.830555555555556 0.166896143979477 0.189069264069264 0.644444444444444 0.0239448051948052 1.33333333333333 0.726388888888889 0.254960317460317 0.425 0.00347222222222222 0.0455587622254289 0.00462962962962963 0.144847282347282 0.0149485930735931 0.0449134199134199 0.0146191681181329 0.125370771204104 0.627272727272727 0.00757575757575758 0.328649591149591 0.0595398428731762 1.5 0.241457231040564 0.165160852849129 0.552776274651275 0.719112754529421 0.166885121051788 0.583333333333333 0.0119498556998557 0.156331257094068 0.00617283950617284 0.0672208193041526 0.0244513246894199 0.0145168123610153 0.484663099246433 0.136557241068111 4.33333333333333 8.16666666666667 9.66666666666667 3.83333333333333 67.0833333333333 37.6666666666667 0.444431199024884 7 "Aripiprazole_10microM"
0.122583435083435 0.015 0.0925154320987654 0.225 0 0.134143518518519 0.260837542087542 0.00347222222222222 0.105184167684168 0.0101449275362319 0.260416666666667 0.694444444444444 0.0422067901234568 0.00568181818181818 0.221130952380952 0.0480769230769231 0 0.359375 0.0383547008547009 0.4375 0.824166666666667 0.157886512641947 0.170770202020202 0.582175925925926 0.0148148148148148 0.666666666666667 0.641493055555556 0.311921296296296 0.485416666666667 0.0169753086419753 0.0301994301994302 0.0138573232323232 0.165902032749859 0.00740740740740741 0.0503156565656566 0.0217440187426612 0.105616605616606 0.673295454545455 0 0.362332112332112 0.09830643390426 1.16666666666667 0.253233813288161 0.153164501013408 0.601572039072039 0.744234160900828 0.0932786718112805 0.416666666666667 0.00493827160493827 0.167697844070498 0.0140398550724638 0.0808259222661397 0.0140972935490199 0.0110061855488685 0.45458290200138 0.12371497219886 2.75 9 9.25 3.33333333333333 63.8333333333333 37.25 0.472115297799993 8 "Aripiprazole_10microM"
0.101818783068783 0 0.0543981481481481 0.25 0.0433333333333334 0.0607638888888889 0.0777777777777778 0 0.139136904761905 0.00835813492063492 0.263888888888889 0.743333333333333 0.0895833333333333 0.00505050505050505 0.0769230769230769 0.0587301587301587 0.00555555555555556 0.202777777777778 0.0376984126984127 0.245555555555556 0.814393939393939 0.152619718244718 0.199242424242424 0.619212962962963 0.0381944444444444 0.416666666666667 0.698784722222222 0.17662037037037 0.375077160493827 0.00753968253968253 0.0282186948853615 0.00509259259259259 0.15849543974544 0.0190972222222222 0.0960227272727273 0.0240133901351048 0.150606261022928 0.594128787878788 0.00454545454545455 0.290707671957672 0.090543253043253 1 0.292538826913827 0.187158078932954 0.55395171957672 0.7057208994709 0.123634004884005 0.166666666666667 0.0147156084656084 0.15087500953036 0.00320512820512821 0.0725648194398194 0.0201012483553159 0.0154262673427254 0.423242671680172 0.125164939352596 2.33333333333333 6.66666666666667 8.41666666666667 3 56.5 34.5 0.452217234611243 9 "Aripiprazole_10microM"
0.0936868686868687 0 0.057473544973545 0.15 0.015625 0.0802579365079365 0.20026455026455 0 0.096875 0 0.166666666666667 0.765625 0.0303571428571429 0.0133333333333333 0.192574786324786 0.0845959595959596 0.00925925925925926 0.333333333333333 0.045770202020202 0.4125 0.797777777777778 0.170273029561567 0.229345238095238 0.64537037037037 0.0909090909090909 0.333333333333333 0.734027777777778 0.242559523809524 0.373478835978836 0.00887345679012345 0.0490319865319865 0.00610851598993891 0.196183365748583 0.0454545454545454 0.0273214285714286 0.0147692028412852 0.0788930976430976 0.637797619047619 0.00833333333333333 0.277819865319865 0.105405504318548 1.16666666666667 0.24184276417478 0.16096378747016 0.569412878787879 0.716799943883277 0.1254329004329 0.333333333333333 0.0303030303030303 0.19261696648411 0.0322793148880105 0.0803366813248236 0.0459856035437431 0.00419023674837628 0.443767431514467 0.18393748368171 2.5 7.08333333333333 8.91666666666667 3 54.3333333333333 31 0.354520366383093 10 "Aripiprazole_10microM"
