"Length5BoutScootsProportion" "Length4Transition_gss_Proportion" "Length3BoutEBendsProportion" "Length2BoutCBendsProportion" "Length2Transition_es_Proportion" "Length2Transition_jg_Proportion" "Length2BoutHBendsProportion" "Length4Transition_gs_Proportion" "Length2Transition_si_Proportion" "Length2BoutEBendsProportion" "Length3Transition_hs_Proportion" "Length3Transition_hss_Proportion" "Length3BoutHBendsProportion" "Length2Transition_hs_Proportion" "Length2Transition_os_Proportion" "Length4BoutGBendsProportion" "Length5Transition_js_Proportion" "Length2Transition_sg_Proportion" "Length5BoutJBendsProportion" "Length6PlusTransition_sss_Proportion" "Length3Transition_oss_Proportion" "Length5Transition_jss_Proportion" "Length2Transition_js_Proportion" "Length3Transition_os_Proportion" "Length6PlusTransition_ss_Proportion" "Length2BoutOBendsProportion" "Length3BoutIBendsProportion" "Length3BoutOBendsProportion" "Length2BoutJBendsProportion" "Length3Transition_cs_Proportion" "Length3BoutCBendsProportion" "Length3BoutGBendsProportion" "Length5Transition_ss_Proportion" "Length5Transition_sss_Proportion" "Length4Transition_sss_Proportion" "Length6PlusBoutCount" "Length3Transition_css_Proportion" "Length3Transition_iss_Proportion" "Length3Transition_is_Proportion" "Length3Transition_gs_Proportion" "Length3Transition_gss_Proportion" "Length4Transition_ss_Proportion" "Length2BoutScootsProportion" "Length2Transition_ss_Proportion" "Length3Transition_ss_Proportion" "Length3Transition_sss_Proportion" "Length2BoutGBendsProportion" "Length1BoutCBendsProportion" "Length3BoutScootsProportion" "Length1BoutHBendsProportion" "Length2BoutIBendsProportion" "Length2Transition_gs_Proportion" "Length1BoutScootsProportion" "Length4BoutCount" "Length1BoutEBendsProportion" "Length3BoutJBendsProportion" "Length3Transition_js_Proportion" "Length2Transition_is_Proportion" "Length3Transition_jss_Proportion" "Length1BoutJBendsProportion" "Length5BoutCount" "Length2BoutCount" "Length1BoutOBendsProportion" "Length1BoutGBendsProportion" "TotalBoutCount" "Length1BoutCount" "Length1BoutIBendsProportion" "Length3BoutCount" "TimeFactor" "Group"
0.79962962962963 0.165972222222222 0.00199915824915825 0.0369308791981933 0 0.00555555555555556 0.0296633496933449 0.110648148148148 0.0124708216619981 0.00132408575031526 0.0096645638312305 0.019329127662461 0.00644304255415366 0.0492886094572956 0.0172396231219761 0.10875 0.0329861111111111 0.0282812066322192 0.0351851851851852 0.0666666666666667 0.0308355379188713 0.0439814814814815 0.0107843137254902 0.0154177689594356 0.0694444444444444 0.0110357779475427 0.059005590937958 0.0102785126396237 0.0121732026143791 0.0660060192759468 0.0440040128506312 0.0724323571847726 0.548263888888889 0.487962962962963 0.458333333333333 0.0833333333333333 0.132012038551894 0.170403016200118 0.0877367814686655 0.105672345300968 0.204290016880597 0.583333333333333 0.557804651244566 0.140258202566736 0.653590155818417 0.319305532095387 0.230867338779219 0.090762298903584 0.770088910463307 0.0477968525054615 0.12020071477244 0.409733944827861 0.26232263910777 2.83333333333333 0.00604050187262347 0.0357484151203958 0.0528510177423221 0.223870778823052 0.105702035484644 0.0619027435002319 2 37 0.0136181248359425 0.273420627878044 352 280.75 0.244136211396342 29.3333333333333 1 "Aripiprazole_10microM"
0.758809523809524 0.0864252645502646 0.00666369589790299 0.0321114867119892 0.00710751237067027 0.0116792929292929 0.0263468831918141 0.0712301587301587 0.0240037956412225 0.00418506931664826 0.00878006486831055 0.01614770035809 0.00636777987105476 0.0459238754867533 0.00510005867148724 0.0735813492063492 0.0208333333333333 0.0181105557791759 0.025 0.09 0.0150997150997151 0.0277777777777778 0.0229139389958103 0.00893874643874644 0.107142857142857 0.00530664027948907 0.0764334823471258 0.00595916429249762 0.0186855048514405 0.0513862902683672 0.0342575268455781 0.0741093481571643 0.459722222222222 0.412169312169312 0.394047619047619 1 0.0999948027589565 0.191129657001715 0.104292518294724 0.106015785056259 0.19511433304168 0.517217813051146 0.536879627746808 0.115594334536297 0.636647068981877 0.324010874269557 0.210597423440039 0.0599903464468199 0.763111288667288 0.0582692656470552 0.165887364461772 0.355428772210002 0.229653725270737 5.16666666666667 0.0129039561350807 0.0330977139213887 0.0496465708820831 0.293321483014158 0.0992931417641662 0.0722401609493871 2.41666666666667 42.75 0.0132614930000888 0.285884938859487 335.666666666667 256.416666666667 0.267796113691344 27.9166666666667 2 "Aripiprazole_10microM"
0.829100529100529 0.0726608187134503 0.00138888888888889 0.0250569244706455 0.00686994165255035 0.00108225108225108 0.0274112901850365 0.0683398310591293 0.0121750641848524 0.00343497082627517 0.0224753869627773 0.0432146628144435 0.0149835913085182 0.0537403292878219 0.00823867096245613 0.0950558213716108 0.0208333333333333 0.0160881437902115 0.0222222222222222 0.292326254826255 0.0168269230769231 0.0277777777777778 0.0377504830336836 0.00841346153846154 0.331302521008403 0.0050058603039231 0.0683050735231799 0.00560897435897435 0.0307113016984902 0.0463073243658198 0.0314502532809169 0.0688274439091245 0.575892857142857 0.522486772486772 0.413425925925926 1.5 0.0882286838193589 0.197442835904173 0.10245761028477 0.0966622184952658 0.17523873234042 0.555100714749838 0.548702322571223 0.131109921409186 0.638108787797718 0.307897740934306 0.184953206458275 0.0855982559856357 0.763466522806562 0.0585530781216646 0.174724123486132 0.337595300185106 0.240796713875676 4.33333333333333 0.0116143120964094 0.0459692519238349 0.0676517945524191 0.30923075499527 0.135303589104838 0.0872781382219642 2.66666666666667 36.75 0.0108620739785562 0.245865668250483 278.666666666667 211.416666666667 0.259431759469612 22 3 "Aripiprazole_10microM"
0.746666666666667 0.0836850649350649 0.00168350168350168 0.0191377384925772 0.0165847665847666 0 0.0303761363901018 0.0696789321789322 0.0138588263588264 0.00829238329238329 0.0318821973233738 0.0597961406784936 0.0212547982155825 0.0560315804119895 0.0341576332429991 0.068961038961039 0.0375 0.00610958125710289 0.045 0.202513227513228 0.00674603174603175 0.05 0.018680026869682 0.00337301587301587 0.246657754010695 0.0309677055103884 0.0627042328538716 0.00224867724867725 0.029289508384336 0.0398536671446888 0.0274950373557184 0.0324218969884604 0.455555555555556 0.412962962962963 0.401028138528138 0.583333333333333 0.0797073342893776 0.184779365228282 0.0940563492808075 0.0440032158530611 0.0743612075345822 0.496518759018759 0.541067117302229 0.124613753293655 0.66258840431441 0.346123620101948 0.159412552755257 0.0896109850886903 0.778954786947563 0.0541400848386655 0.181456857872726 0.296624894453105 0.225904056023534 3.41666666666667 0.0179391079059944 0.0732370687066249 0.109855603059937 0.335742037364097 0.219711206119875 0.0837392933206257 1.5 25.6666666666667 0.0110873841614981 0.224825585311999 195.5 148.916666666667 0.292753503348993 15.4166666666667 4 "Aripiprazole_10microM"
0.848148148148148 0.0555555555555556 0.00802139037433154 0.0280668386501459 0.0274606740428307 0 0.0213902794138392 0.037037037037037 0.0276167938439744 0.0151671186306107 0.00625901875901876 0.0125180375180375 0.005007215007215 0.0427805588276785 0.00782268578878748 0.0699404761904762 0.03125 0.0154577618420321 0.0333333333333333 0.156018518518519 0.0323380163382182 0.0416666666666667 0.0128646710939307 0.0161690081691091 0.185894660894661 0.00688753337058422 0.0592806708703868 0.0129352065352873 0.0110783597749027 0.0331385189121762 0.0265108151297409 0.0434024843555063 0.607638888888889 0.560185185185185 0.324652777777778 0.666666666666667 0.0613750770400387 0.135619977829562 0.0702609693069378 0.0413965992055237 0.0716820872999363 0.407407407407407 0.567363266903434 0.156716097922571 0.563679188477277 0.327417794661031 0.193641785845591 0.0737347866597045 0.786237468428881 0.0459163119522849 0.156404817410893 0.356363925247837 0.27373752593865 2.08333333333333 0.015236488868459 0.0586047492986515 0.0732559366233145 0.270873729347186 0.146511873246629 0.0947098596551536 1.25 22.9166666666667 0.0150319769217525 0.21890501061665 192.25 148.75 0.262728039387346 16.5833333333333 5 "Aripiprazole_10microM"
0.883333333333333 0.0548611111111111 0.00138888888888889 0.0350700188657855 0.012919104556552 0.0138888888888889 0.0167063298111685 0.0400462962962963 0.0181818181818182 0.00856121405735711 0.0323758417508417 0.0647516835016835 0.0215838945005611 0.0306348818445593 0.0261369454917842 0.0591145833333333 0.0381944444444444 0.00605517541001412 0.0407407407407407 0.212632275132275 0.0162808641975309 0.0509259259259259 0.0171073819815239 0.00814043209876543 0.235037878787879 0.0138260485034679 0.0719717011383677 0.00542695473251028 0.0255212306127638 0.0595984648067981 0.0397323098711987 0.0445780556891668 0.635416666666667 0.597222222222222 0.286805555555556 0.416666666666667 0.0983635962802629 0.169784151034151 0.101459535834536 0.0536726390893058 0.103873055956389 0.404398148148148 0.534508752738804 0.10884931215724 0.644501813772647 0.353388548180215 0.177133287241152 0.0922940649393503 0.773649357329913 0.0489581105042315 0.188673118169501 0.320462376758051 0.297973701654833 2.66666666666667 0.0149425780274622 0.0416688378493934 0.0590310345518679 0.346612658322816 0.118062069103736 0.0867513872415835 1.75 26.3333333333333 0.00632839396228748 0.203935455348126 193.416666666667 146.916666666667 0.248816308322126 15.3333333333333 6 "Aripiprazole_10microM"
0.793333333333333 0.109375 0.0088568376068376 0.0146416083916084 0.00872704531241117 0.00441347270615563 0.037600740497082 0.0729166666666667 0.0425188858115687 0.00681662510930804 0.015460401526578 0.030920803053156 0.010306934351052 0.069276850069533 0.026994301994302 0.065625 0.0395833333333333 0.0153762903762904 0.0633333333333333 0.327083333333333 0.0268269230769231 0.0527777777777778 0.0158716283716284 0.0134134615384615 0.362878787878788 0.0163102254565669 0.0653704150826912 0.00894230769230768 0.0295993132883377 0.0531924323900027 0.0354616215933351 0.0323165056029506 0.345833333333333 0.3 0.421875 0.583333333333333 0.106384864780005 0.191060740197569 0.0955303700987844 0.0459495058791734 0.0844717984487805 0.559027777777778 0.524269102622761 0.103899002984369 0.681745764004396 0.37344399384361 0.168414258505722 0.0850655804861504 0.788622745422618 0.0398470300532195 0.202348126128614 0.289760815065693 0.277336005204173 2.33333333333333 0.00990388359275756 0.050122632648208 0.0751839489723121 0.342684359452652 0.150367897944624 0.0882281475690788 1.25 24.25 0.014216279819653 0.241977659249051 179 135.916666666667 0.243425414025917 14.6666666666667 7 "Aripiprazole_10microM"
0.861111111111111 0.218419312169312 0 0.0201913240244521 0.0102453580901857 0.00308641975308642 0.0401410980690537 0.145612874779541 0.024581734403163 0.00864279398762157 0.0165950984499372 0.0294023181119955 0.0133180887213145 0.0591971190185476 0.0175925925925926 0.119137806637807 0.0208333333333333 0.0359077028001494 0.0222222222222222 0.215116279069767 0.0161572298669073 0.0277777777777778 0.0183661063895054 0.00807861493345364 0.223333333333333 0.0087962962962963 0.0685775320855965 0.00538574328896909 0.0242024751004636 0.0550324675324675 0.0366883116883117 0.0894931606625154 0.619791666666667 0.576388888888889 0.469659391534392 0.75 0.110064935064935 0.1741899453593 0.0938295015915984 0.134239740993773 0.249124643277869 0.611717372134039 0.574985267955301 0.188902610115664 0.648996097988033 0.33758016177371 0.163584417581749 0.067484949045555 0.772272798885702 0.0362411170115321 0.159456326985063 0.260159517928401 0.348259321484348 4.08333333333333 0.0108654363204336 0.0142643646675905 0.0200524609798803 0.288370936595485 0.0401049219597607 0.0817433602414651 1.58333333333333 22.5 0.0135983603459353 0.214499496754582 189.75 145.083333333333 0.227307958796149 15.75 8 "Aripiprazole_10microM"
0.961111111111111 0.0625 0.00380658436213991 0.0180964052287582 0 0 0.0222826714861029 0.0472222222222222 0.0172909652076319 0.00308641975308642 0.0173295454545455 0.0346590909090909 0.0115530303030303 0.0179490988314518 0.00953159041394335 0.065625 0 0.0125 0 0.0320512820512821 0.02614522417154 0 0.0295190466759094 0.01307261208577 0.0555555555555556 0.0121187363834423 0.0494780898655167 0.00871507472384665 0.0435420380273321 0.0382339476637722 0.0254892984425148 0.0456153887805934 0.470486111111111 0.460648148148148 0.377083333333333 0.416666666666667 0.0723012286608778 0.140100936263217 0.0721338014649418 0.0684230831708902 0.132679499675114 0.461111111111111 0.612291625404371 0.280768056380801 0.738305385728631 0.489110771457263 0.118622293193372 0.0631737788868448 0.828314701596865 0.0358315522173929 0.169959810523536 0.197715719284347 0.359863200649323 1.75 0.0167274330404849 0.0270278319254927 0.0405417478882391 0.302162556941969 0.0810834957764782 0.102070938248166 1.16666666666667 17.4166666666667 0.024356024334159 0.192956780691609 154.833333333333 121.25 0.20502029193202 12.8333333333333 9 "Aripiprazole_10microM"
0.852222222222222 0.131944444444444 0 0.0204948022656356 0.019455467372134 0 0.0273893891602225 0.0972222222222222 0.030715811965812 0.0166721781305115 0.00587905452035887 0.0036231884057971 0.00391936968023924 0.0518025878442545 0.0355107855107855 0.0972222222222222 0.0208333333333333 0.025863603988604 0.0222222222222222 0.166666666666667 0.0524911816578483 0.0277777777777778 0.0388390313390313 0.0308752204585538 0.166666666666667 0.0177553927553928 0.0334727856896049 0.0205834803057025 0.0330010344593678 0.0284600200682867 0.0220597664652775 0.0727440802033987 0.595833333333333 0.544444444444444 0.347222222222222 0.166666666666667 0.0569200401365733 0.100418357068815 0.0502091785344074 0.103039731416209 0.175214841342797 0.472222222222222 0.598591057861891 0.211100681725682 0.694708565414372 0.437675932212545 0.149056649369149 0.0605071569947859 0.802709658180196 0.0367664341597107 0.137039495997829 0.258716931216931 0.354385887964016 1.83333333333333 0.017770040094924 0.044510859475581 0.0626988288959113 0.241226427893095 0.125397657791823 0.0913677141368961 1.75 19.3333333333333 0.0146082547484663 0.214693880580451 168.166666666667 130.416666666667 0.20990063132075 14.6666666666667 10 "Aripiprazole_10microM"
