"Length3BoutCBendsProportion" "Length3Transition_cs_Proportion" "Length3Transition_css_Proportion" "Length3Transition_jss_Proportion" "Length4PlusBoutScootsProportion" "Length3Transition_js_Proportion" "Length3BoutJBendsProportion" "Length2BoutIBendsProportion" "Length2BoutGBendsProportion" "Length2Transition_gs_Proportion" "Length2Transition_is_Proportion" "Length1BoutHBendsProportion" "Length1BoutOBendsProportion" "Length1BoutEBendsProportion" "Length4PlusTransition_sss_Proportion" "Length2BoutScootsProportion" "Length4PlusTransition_ss_Proportion" "Length2Transition_ss_Proportion" "Length1BoutJBendsProportion" "Length3BoutScootsProportion" "Length3Transition_ss_Proportion" "Length2BoutCount" "Length1BoutCBendsProportion" "Length3Transition_sss_Proportion" "Length1BoutGBendsProportion" "Length1BoutCount" "TotalBoutCount" "Length4PlusBoutCount" "Length1BoutIBendsProportion" "Length3BoutCount" "Length1BoutScootsProportion" "TimeFactor" "Group"
0.0154273061881757 0.0231409592822636 0.0462819185645273 0.0470008633624194 0.783363803854875 0.0304448761256542 0.0202965840837694 0.139559701051637 0.190735420742141 0.329212317451565 0.224638158038696 0.0377540786043763 0.0144197301076422 0.0173746722087633 0.585929184316281 0.58047033984534 0.706284489561929 0.202974193767205 0.0625049115061664 0.808338919675686 0.694602674107823 21.3333333333333 0.0473561898777354 0.446842155852453 0.258007580573382 129.166666666667 168.25 3.75 0.174729417523795 14 0.387853419598139 1 "Aripiprazole_10microM"
0.018094302816525 0.0271414542247876 0.0467071508738175 0.037999037999038 0.858742183742184 0.018999518999519 0.0126663459996793 0.126103380890132 0.139430943627858 0.204418535101384 0.129241894339444 0.0185966438613192 0.0109095959735867 0.00701952217475093 0.674233661075766 0.641504875443169 0.748445143256464 0.330675236573603 0.0590688721549086 0.890254395809951 0.815319865319865 10.8333333333333 0.034390112382301 0.678338945005612 0.205657490837429 90.0833333333333 114.25 3.33333333333333 0.111861640075076 10 0.552496122540628 2 "Aripiprazole_10microM"
0.0246139556484384 0.0338441890166028 0.0676883780332056 0.0223214285714286 0.827949494949495 0.0227347883597884 0.0165343915343915 0.0963252656434475 0.166089466089466 0.238293650793651 0.135287397787398 0.0323641974644037 0.0249905007038496 0.0110154610121835 0.53543391994479 0.64360815951725 0.615510127395373 0.307031625781626 0.0575939809401742 0.851361314292349 0.707658844189016 10.8333333333333 0.0369593146901176 0.531058429118774 0.151447827679748 90 113.25 4.25 0.109563332201781 8.08333333333333 0.576065385307742 3 "Aripiprazole_10microM"
0.0224055509143228 0.0336083263714843 0.0672166527429685 0.0337214052287582 0.777132936507936 0.0191755174291939 0.0127836782861293 0.112600886314122 0.186991545355516 0.263357224202812 0.183262774806892 0.016540882828604 0.0271674261423139 0.012005869447995 0.539018865121806 0.578429825212913 0.602776810045832 0.242276317092494 0.057913555927747 0.852808662451335 0.779212993677003 10.8333333333333 0.0408047558278434 0.581574135502154 0.187665167869078 82 106.833333333333 3.25 0.122007199770575 10.75 0.535895142185844 4 "Aripiprazole_10microM"
0.0292832167832168 0.0402644230769231 0.0805288461538462 0.0800917832167832 0.816907854050711 0.0400458916083916 0.029124284806103 0.07996632996633 0.209090909090909 0.308722643097643 0.133890993265993 0.0307249386930087 0.0241279646257565 0.00996397336170746 0.528718966218966 0.567876683501684 0.642055852644088 0.22522095959596 0.0499798267581164 0.782948743176016 0.614481872294372 11.1666666666667 0.0409618270014533 0.372623903873904 0.27160194595832 96.3333333333333 120.083333333333 3.5 0.133123591528339 9.08333333333333 0.439515932073299 5 "Aripiprazole_10microM"
0.0233766233766234 0.0321428571428571 0.0642857142857143 0.0416666666666667 0.842428571428571 0.0208333333333333 0.0151515151515151 0.137749438618423 0.196584253536125 0.273476360241066 0.212226784653255 0.0210820195483673 0.0255352047147554 0.0138845361226609 0.601928164428164 0.568656677547052 0.66727207977208 0.203626071640778 0.0609912252532763 0.824891774891775 0.673578042328042 9 0.0381820484133171 0.46521164021164 0.203759685671559 73.8333333333333 93.25 3.16666666666667 0.147094501749351 7.16666666666667 0.489470778526714 6 "Aripiprazole_10microM"
0.0142299058965725 0.0213448588448588 0.0426897176897177 0.0640491452991453 0.819101731601732 0.0320245726495726 0.0244361348528015 0.124311814393336 0.144306689687124 0.238698982177243 0.215931321094365 0.0236499287634873 0.0334218456384079 0.0184001836866917 0.586805555555556 0.624128241927155 0.678129984051037 0.285753165916209 0.0637524097821127 0.829909673659674 0.72568716006216 13.0833333333333 0.0393759735867838 0.507321613571614 0.224526118599562 83.5 108.916666666667 2.58333333333333 0.151688538450996 9.75 0.445185001491959 7 "Aripiprazole_10microM"
0.00624999999999999 0.009375 0.01875 0.0435185185185185 0.798679894179894 0.0217592592592593 0.0145061728395062 0.0804857829515537 0.219280550416453 0.362024524663977 0.0772387137879024 0.0277139453738342 0.026180170654366 0.0215248564823075 0.494586740420074 0.587962147723811 0.566365300614794 0.226980102385782 0.0326566120371677 0.825023342670402 0.728738717709306 11.1666666666667 0.0413235404152922 0.490388655462185 0.305576166410337 78.75 102 3.75 0.12081190390374 8.33333333333333 0.424212804722956 8 "Aripiprazole_10microM"
0.00347222222222222 0.00520833333333333 0.0104166666666667 0.0489583333333333 0.839734126984127 0.0244791666666667 0.021875 0.146180555555556 0.119200244200244 0.175900488400488 0.222458791208791 0.0164949605876618 0.0193637579789079 0.02051592341192 0.584874847374847 0.632200091575092 0.646482670503168 0.332715201465201 0.0606133476617668 0.837268518518519 0.748958333333333 9.91666666666667 0.0602032705065715 0.522222222222222 0.194219344293236 67.25 86.75 2.5 0.130223210690366 7.08333333333333 0.498366184869569 9 "Aripiprazole_10microM"
0.0372379254732196 0.0512021475256769 0.102404295051354 0.00980392156862745 0.86712962962963 0.00490196078431373 0.0035650623885918 0.123113187122475 0.16943734799772 0.246664549760525 0.211818620835649 0.0320320581304202 0.0289538167635638 0.00909291081669588 0.563060428849903 0.593536159403033 0.609638278388278 0.206940475245429 0.0610614661546939 0.807613954672778 0.643067226890756 10.4166666666667 0.0368449170008775 0.425840336134454 0.211048012110015 68.5 88.9166666666667 2.33333333333333 0.122901832212117 7.58333333333333 0.498064986811616 10 "Aripiprazole_10microM"
0.020627493421611 0.0309412401324166 0.0618824802648332 0.0307239057239057 0.872113095238095 0.0153619528619529 0.0130190796857463 0.0964486425883485 0.188610501018589 0.298615443652208 0.169361065133124 0.0335922551087904 0.0299893937702669 0.01770063257942 0.646860410830999 0.588743571923719 0.689325418944984 0.235428691678692 0.0651356972514097 0.856099982080374 0.775353676824265 12.6666666666667 0.0405852930861327 0.591911057352234 0.233928535814556 82.25 105.833333333333 2.83333333333333 0.127000071603219 8.08333333333333 0.452068120786205 11 "Aripiprazole_10microM"
0.0191571545738212 0.0287357318607319 0.0574714637214637 0.0471299533799534 0.7768430335097 0.0235649766899767 0.0187964042130709 0.114547122267711 0.210661864460884 0.275967623516643 0.201542012816523 0.0290997104537752 0.026549114272083 0.0125316146269846 0.423611111111111 0.580396994980328 0.508033769063181 0.235280451211824 0.0504613386520147 0.798184762768096 0.688863682613683 11.5833333333333 0.0286586760018604 0.403813547563548 0.233467578389296 73 94.3333333333333 2.5 0.147115559142588 7.25 0.472116408461399 12 "Aripiprazole_10microM"
0.0074074074074074 0.00925925925925926 0.0185185185185185 0.0910130718954248 0.865362811791383 0.0455065359477124 0.0364052287581699 0.144550588300588 0.17644647019647 0.127944971694972 0.154460123210123 0.018641424892919 0.0302976155241952 0.0158660248650686 0.411423761423761 0.583350677100677 0.465555555555556 0.224654974654975 0.0453880924624551 0.850889894419306 0.633056812468577 9.3 0.045637031458573 0.466968325791855 0.215745509608966 77.4 95.3 2.4 0.144896711270281 6.2 0.483527589917543 13 "Aripiprazole_10microM"
0.0490162605146779 0.073524390772017 0.132057599886186 0.0923848972949423 0.808826530612245 0.0461924486474711 0.0307949657649807 0.182767553900943 0.133376560652311 0.247006744493029 0.326842474951645 0.0729143701406256 0.044534442898633 0.0191882975435883 0.375580669330669 0.537643145734217 0.436515605710652 0.111045740175453 0.0826545460561458 0.783101441780436 0.665613361965186 20.0833333333333 0.12694392587018 0.356178623882272 0.188479489460776 190.916666666667 227.666666666667 2.16666666666667 0.27662392712931 14.5 0.188661000900742 1 "Aripiprazole_1microM"
0.0796296296296296 0.109490740740741 0.218981481481481 0.144179894179894 0.771428571428571 0.0720899470899471 0.0567580567580567 0.123313492063492 0.16656746031746 0.265542328042328 0.209589947089947 0.0803802043790602 0.0246241495812434 0.0164460015575576 0.261111111111111 0.514153439153439 0.301587301587302 0.0846560846560847 0.0692649241490775 0.717460317460318 0.528174603174603 5 0.156598368419021 0.151587301587302 0.144272400357927 55.5833333333333 65.4166666666667 0.666666666666667 0.296858532284734 4.16666666666667 0.21155541927138 2 "Aripiprazole_1microM"
0.0327380952380952 0.0327380952380952 0.0654761904761905 0.0654761904761905 0.831666666666667 0.0327380952380952 0.0327380952380952 0.102272727272727 0.0511363636363636 0.0833333333333333 0.166666666666667 0.0513358822830151 0.0520959260897341 0.0214113642822083 0.234722222222222 0.5375 0.299007936507937 0.0791666666666667 0.0852255688871485 0.736111111111111 0.402777777777778 2.75 0.166521203516425 0.180555555555556 0.112653827566669 29.3333333333333 34.75 0.5 0.276924215182224 2.16666666666667 0.233832012192576 3 "Aripiprazole_1microM"
0.0351851851851851 0.0395833333333333 0.0791666666666667 0.113888888888889 0.952380952380952 0.0569444444444444 0.0506172839506172 0.0662878787878788 0.0890151515151515 0.149305555555556 0.121527777777778 0.0684403072560967 0.0508109093635409 0.0143975176869914 0.233333333333333 0.481060606060606 0.236111111111111 0.0208333333333333 0.055821639374271 0.743827160493827 0.439583333333333 2.91666666666667 0.124301526933106 0.173611111111111 0.12758771442982 25.25 30.8333333333333 0.25 0.211998941604205 2.41666666666667 0.34664144335197 4 "Aripiprazole_1microM"
